event_id,user_id,content_id,content_name,content_type,watch_duration_mins,total_duration_mins,completion_pct,device_type,subscription_tier,city,city_tier,event_timestamp,source
EVT_001170,U00271,C004,Panchayat S3,Series,30.0,30,100.0,Tablet,Premium,Bangalore,Tier 1,2024-02-20 08:00:00,OTT_APP
EVT_001171,U00068,C002,KBC Season 15,GameShow,45.0,60,75.0,Tablet,Free,Hyderabad,Tier 2,2024-02-20 09:00:00,OTT_APP
EVT_001172,U00227,C003,IPL 2024 Final,Sports,105.0,210,50.0,Laptop,Premium,Delhi,Tier 1,2024-03-14 10:00:00,OTT_APP
EVT_001173,U00186,C002,KBC Season 15,GameShow,30.0,60,50.0,Mobile,Basic,Delhi,Tier 1,2024-03-24 06:00:00,OTT_APP
EVT_001174,U00475,C004,Panchayat S3,Series,30.0,30,100.0,Mobile,Free,Bangalore,Tier 1,2024-03-27 11:00:00,OTT_APP
EVT_001175,U00264,C003,IPL 2024 Final,Sports,210.0,210,100.0,Tablet,Annual,Delhi,Tier 1,2024-01-07 09:00:00,OTT_APP
EVT_001176,U00061,C002,KBC Season 15,GameShow,45.0,60,75.0,Smart TV,Annual,Bangalore,Tier 1,2024-02-01 07:00:00,OTT_APP
EVT_001177,U00398,C004,Panchayat S3,Series,15.0,30,50.0,Mobile,Annual,Hyderabad,Tier 2,2024-01-23 18:00:00,OTT_APP
EVT_001178,U00062,C004,Panchayat S3,Series,15.0,30,50.0,Mobile,Free,Bangalore,Tier 1,2024-02-17 06:00:00,OTT_APP
EVT_001179,U00301,C001,Anupamaa S1,Series,22.5,45,50.0,Laptop,Premium,Hyderabad,Tier 2,2024-01-29 06:00:00,OTT_APP
EVT_001180,U00331,C001,Anupamaa S1,Series,45.0,45,100.0,Laptop,Premium,Delhi,Tier 1,2024-02-19 21:00:00,OTT_APP
EVT_001181,U00095,C005,Mirzapur S3,Thriller,13.8,55,25.0,Laptop,Free,Chennai,Tier 1,2024-01-09 23:00:00,OTT_APP
EVT_001182,U00033,C004,Panchayat S3,Series,22.5,30,75.0,Mobile,Basic,Hyderabad,Tier 2,2024-03-08 21:00:00,OTT_APP
EVT_001183,U00003,C001,Anupamaa S1,Series,11.2,45,25.0,Laptop,Premium,Hyderabad,Tier 2,2024-03-29 11:00:00,OTT_APP
EVT_001184,U00045,C001,Anupamaa S1,Series,11.2,45,25.0,Tablet,Free,Hyderabad,Tier 2,2024-01-27 11:00:00,OTT_APP
EVT_001185,U00495,C001,Anupamaa S1,Series,45.0,45,100.0,Smart TV,Annual,Hyderabad,Tier 2,2024-02-08 17:00:00,OTT_APP
EVT_001186,U00338,C001,Anupamaa S1,Series,22.5,45,50.0,Laptop,Basic,Mumbai,Tier 1,2024-03-07 15:00:00,OTT_APP
EVT_001187,U00311,C005,Mirzapur S3,Thriller,27.5,55,50.0,Smart TV,Free,Chennai,Tier 1,2024-03-07 17:00:00,OTT_APP
EVT_001188,U00439,C001,Anupamaa S1,Series,22.5,45,50.0,Smart TV,Basic,Delhi,Tier 1,2024-01-19 15:00:00,OTT_APP
EVT_001189,U00066,C005,Mirzapur S3,Thriller,41.2,55,75.0,Laptop,Free,Hyderabad,Tier 2,2024-02-15 14:00:00,OTT_APP
EVT_001190,U00205,C005,Mirzapur S3,Thriller,27.5,55,50.0,Laptop,Free,Bangalore,Tier 1,2024-03-24 11:00:00,OTT_APP
EVT_001191,U00037,C003,IPL 2024 Final,Sports,157.5,210,75.0,Tablet,Basic,Delhi,Tier 1,2024-03-09 12:00:00,OTT_APP
EVT_001192,U00215,C003,IPL 2024 Final,Sports,157.5,210,75.0,Smart TV,Premium,Hyderabad,Tier 2,2024-03-18 11:00:00,OTT_APP
EVT_001193,U00139,C004,Panchayat S3,Series,15.0,30,50.0,Mobile,Free,Hyderabad,Tier 2,2024-02-01 08:00:00,OTT_APP
EVT_001194,U00186,C005,Mirzapur S3,Thriller,27.5,55,50.0,Tablet,Premium,Chennai,Tier 1,2024-03-22 08:00:00,OTT_APP
EVT_001195,U00051,C002,KBC Season 15,GameShow,60.0,60,100.0,Laptop,Basic,Delhi,Tier 1,2024-02-05 06:00:00,OTT_APP
EVT_001196,,C004,Panchayat S3,Series,30.0,30,100.0,Tablet,Annual,Mumbai,Tier 1,2024-01-23 22:00:00,OTT_APP
EVT_001197,U00139,C001,Anupamaa S1,Series,33.8,45,75.0,Mobile,Free,Hyderabad,Tier 2,2024-02-06 23:00:00,OTT_APP
EVT_001198,U00413,C002,KBC Season 15,GameShow,30.0,60,50.0,Laptop,Annual,Bangalore,Tier 1,2024-01-24 17:00:00,OTT_APP
EVT_001199,U00366,C005,Mirzapur S3,Thriller,13.8,55,25.0,Smart TV,Basic,Mumbai,Tier 1,2024-03-28 22:00:00,OTT_APP
EVT_001200,U00363,C002,KBC Season 15,GameShow,30.0,60,50.0,Smart TV,Annual,Chennai,Tier 1,2024-01-07 17:00:00,OTT_APP
EVT_001201,U00147,C004,Panchayat S3,Series,7.5,30,25.0,Tablet,Annual,Chennai,Tier 1,2024-02-29 22:00:00,OTT_APP
EVT_001202,U00486,C005,Mirzapur S3,Thriller,55.0,55,100.0,Tablet,Annual,Delhi,Tier 1,2024-02-09 08:00:00,OTT_APP
EVT_001203,U00484,C003,IPL 2024 Final,Sports,210.0,210,100.0,Mobile,Basic,Mumbai,Tier 1,2024-01-10 13:00:00,OTT_APP
EVT_001204,U00414,C005,Mirzapur S3,Thriller,13.8,55,25.0,Mobile,Annual,Chennai,Tier 1,2024-03-11 21:00:00,OTT_APP
EVT_001205,U00264,C005,Mirzapur S3,Thriller,55.0,55,100.0,Mobile,Annual,Delhi,Tier 1,2024-03-02 21:00:00,OTT_APP
EVT_001206,U00384,C001,Anupamaa S1,Series,33.8,45,75.0,Tablet,Basic,Mumbai,Tier 1,2024-02-24 23:00:00,OTT_APP
EVT_001207,,C005,Mirzapur S3,Thriller,41.2,55,75.0,Smart TV,Basic,Mumbai,Tier 1,2024-03-18 20:00:00,OTT_APP
EVT_001208,U00488,C002,KBC Season 15,GameShow,15.0,60,25.0,Mobile,Annual,Delhi,Tier 1,2024-03-06 17:00:00,OTT_APP
EVT_001209,U00468,C004,Panchayat S3,Series,15.0,30,50.0,Smart TV,Free,Chennai,Tier 1,2024-01-15 16:00:00,OTT_APP
EVT_001210,U00002,C003,IPL 2024 Final,Sports,105.0,210,50.0,Laptop,Basic,Chennai,Tier 1,2024-02-03 12:00:00,OTT_APP
EVT_001211,U00457,C003,IPL 2024 Final,Sports,210.0,210,100.0,Laptop,Free,Hyderabad,Tier 2,2024-01-05 20:00:00,OTT_APP
EVT_001212,U00182,C003,IPL 2024 Final,Sports,52.5,210,25.0,Mobile,Free,Bangalore,Tier 1,2024-02-12 15:00:00,OTT_APP
EVT_001213,,C003,IPL 2024 Final,Sports,210.0,210,100.0,Mobile,Annual,Delhi,Tier 1,2024-02-21 17:00:00,OTT_APP
EVT_001214,U00211,C004,Panchayat S3,Series,7.5,30,25.0,Mobile,Annual,Hyderabad,Tier 2,2024-03-06 10:00:00,OTT_APP
EVT_001215,U00203,C001,Anupamaa S1,Series,11.2,45,25.0,Tablet,Premium,Chennai,Tier 1,2024-01-29 21:00:00,OTT_APP
EVT_001216,U00056,C003,IPL 2024 Final,Sports,105.0,210,50.0,Laptop,Annual,Delhi,Tier 1,2024-03-09 14:00:00,OTT_APP
EVT_001217,U00453,C002,KBC Season 15,GameShow,15.0,60,25.0,Smart TV,Free,Bangalore,Tier 1,2024-01-01 17:00:00,OTT_APP
EVT_001218,U00381,C002,KBC Season 15,GameShow,30.0,60,50.0,Tablet,Free,Delhi,Tier 1,2024-02-20 19:00:00,OTT_APP
EVT_001219,U00061,C002,KBC Season 15,GameShow,45.0,60,75.0,Laptop,Annual,Bangalore,Tier 1,2024-03-26 14:00:00,OTT_APP
EVT_001220,U00257,C005,Mirzapur S3,Thriller,27.5,55,50.0,Laptop,Basic,Delhi,Tier 1,2024-02-11 18:00:00,OTT_APP
EVT_001221,U00177,C001,Anupamaa S1,Series,45.0,45,100.0,Mobile,Basic,Mumbai,Tier 1,2024-01-17 10:00:00,OTT_APP
EVT_001222,U00223,C001,Anupamaa S1,Series,33.8,45,75.0,Laptop,Premium,Chennai,Tier 1,2024-02-24 06:00:00,OTT_APP
EVT_001223,U00374,C003,IPL 2024 Final,Sports,105.0,210,50.0,Smart TV,Basic,Bangalore,Tier 1,2024-02-01 10:00:00,OTT_APP
EVT_001224,U00342,C003,IPL 2024 Final,Sports,210.0,210,100.0,Laptop,Basic,Chennai,Tier 1,2024-03-30 13:00:00,OTT_APP
EVT_001225,U00313,C004,Panchayat S3,Series,22.5,30,75.0,Smart TV,Basic,Mumbai,Tier 1,2024-03-30 22:00:00,OTT_APP
EVT_001226,U00068,C005,Mirzapur S3,Thriller,41.2,55,75.0,Laptop,Free,Delhi,Tier 1,2024-01-30 09:00:00,OTT_APP
EVT_001227,U00316,C003,IPL 2024 Final,Sports,210.0,210,100.0,Smart TV,Free,Delhi,Tier 1,2024-02-24 06:00:00,OTT_APP
EVT_001228,U00114,C001,Anupamaa S1,Series,22.5,45,50.0,Tablet,Annual,Hyderabad,Tier 2,2024-02-09 13:00:00,OTT_APP
EVT_001229,U00156,C004,Panchayat S3,Series,7.5,30,25.0,Mobile,Premium,Bangalore,Tier 1,2024-03-23 07:00:00,OTT_APP
EVT_001230,U00164,C003,IPL 2024 Final,Sports,105.0,210,50.0,Mobile,Basic,Chennai,Tier 1,2024-02-23 13:00:00,OTT_APP
EVT_001231,U00242,C001,Anupamaa S1,Series,11.2,45,25.0,Tablet,Free,Chennai,Tier 1,2024-01-28 15:00:00,OTT_APP
EVT_001232,U00156,C004,Panchayat S3,Series,7.5,30,25.0,Mobile,Free,Bangalore,Tier 1,2024-02-16 16:00:00,OTT_APP
EVT_001233,U00380,C001,Anupamaa S1,Series,33.8,45,75.0,Tablet,Premium,Delhi,Tier 1,2024-02-12 17:00:00,OTT_APP
EVT_001234,U00045,C002,KBC Season 15,GameShow,45.0,60,75.0,Mobile,Basic,Delhi,Tier 1,2024-03-15 18:00:00,OTT_APP
EVT_001235,U00099,C005,Mirzapur S3,Thriller,13.8,55,25.0,Laptop,Free,Hyderabad,Tier 2,2024-03-24 12:00:00,OTT_APP
EVT_001236,U00372,C001,Anupamaa S1,Series,45.0,45,100.0,Laptop,Basic,Hyderabad,Tier 2,2024-02-13 15:00:00,OTT_APP
EVT_001237,U00215,C005,Mirzapur S3,Thriller,41.2,55,75.0,Tablet,Premium,Mumbai,Tier 1,2024-01-17 12:00:00,OTT_APP
EVT_001238,,C003,IPL 2024 Final,Sports,105.0,210,50.0,Laptop,Free,Mumbai,Tier 1,2024-02-25 08:00:00,OTT_APP
EVT_001239,U00490,C002,KBC Season 15,GameShow,45.0,60,75.0,Mobile,Basic,Delhi,Tier 1,2024-02-07 07:00:00,OTT_APP
EVT_001240,U00085,C004,Panchayat S3,Series,15.0,30,50.0,Laptop,Annual,Hyderabad,Tier 2,2024-03-06 08:00:00,OTT_APP
EVT_001241,U00106,C005,Mirzapur S3,Thriller,55.0,55,100.0,Smart TV,Free,Bangalore,Tier 1,2024-03-18 14:00:00,OTT_APP
EVT_001242,U00451,C002,KBC Season 15,GameShow,45.0,60,75.0,Laptop,Premium,Hyderabad,Tier 2,2024-03-30 06:00:00,OTT_APP
EVT_001243,,C003,IPL 2024 Final,Sports,210.0,210,100.0,Mobile,Basic,Chennai,Tier 1,2024-03-31 14:00:00,OTT_APP
EVT_001244,U00328,C002,KBC Season 15,GameShow,15.0,60,25.0,Smart TV,Premium,Delhi,Tier 1,2024-02-07 07:00:00,OTT_APP
EVT_001245,U00422,C002,KBC Season 15,GameShow,30.0,60,50.0,Smart TV,Free,Mumbai,Tier 1,2024-03-23 13:00:00,OTT_APP
EVT_001246,U00043,C001,Anupamaa S1,Series,33.8,45,75.0,Tablet,Basic,Hyderabad,Tier 2,2024-02-17 16:00:00,OTT_APP
EVT_001247,U00321,C004,Panchayat S3,Series,30.0,30,100.0,Mobile,Premium,Chennai,Tier 1,2024-02-11 07:00:00,OTT_APP
EVT_001248,U00498,C002,KBC Season 15,GameShow,45.0,60,75.0,Mobile,Free,Chennai,Tier 1,2024-01-23 14:00:00,OTT_APP
EVT_001249,U00106,C004,Panchayat S3,Series,30.0,30,100.0,Laptop,Basic,Chennai,Tier 1,2024-03-21 23:00:00,OTT_APP
EVT_001250,U00080,C003,IPL 2024 Final,Sports,105.0,210,50.0,Laptop,Basic,Hyderabad,Tier 2,2024-03-21 18:00:00,OTT_APP
EVT_001251,U00093,C004,Panchayat S3,Series,15.0,30,50.0,Laptop,Basic,Bangalore,Tier 1,2024-01-12 21:00:00,OTT_APP
EVT_001252,U00011,C002,KBC Season 15,GameShow,15.0,60,25.0,Tablet,Basic,Bangalore,Tier 1,2024-01-24 15:00:00,OTT_APP
EVT_001253,U00074,C002,KBC Season 15,GameShow,60.0,60,100.0,Mobile,Annual,Hyderabad,Tier 2,2024-01-25 08:00:00,OTT_APP
EVT_001254,,C002,KBC Season 15,GameShow,30.0,60,50.0,Mobile,Free,Bangalore,Tier 1,2024-01-13 22:00:00,OTT_APP
EVT_001255,U00068,C004,Panchayat S3,Series,15.0,30,50.0,Smart TV,Free,Mumbai,Tier 1,2024-01-02 07:00:00,OTT_APP
EVT_001256,U00491,C003,IPL 2024 Final,Sports,52.5,210,25.0,Mobile,Premium,Hyderabad,Tier 2,2024-01-02 06:00:00,OTT_APP
EVT_001257,U00418,C001,Anupamaa S1,Series,22.5,45,50.0,Smart TV,Premium,Bangalore,Tier 1,2024-03-13 20:00:00,OTT_APP
EVT_001258,U00355,C003,IPL 2024 Final,Sports,105.0,210,50.0,Tablet,Free,Delhi,Tier 1,2024-01-08 23:00:00,OTT_APP
EVT_001259,U00053,C001,Anupamaa S1,Series,45.0,45,100.0,Laptop,Basic,Mumbai,Tier 1,2024-03-10 15:00:00,OTT_APP
EVT_001260,U00198,C001,Anupamaa S1,Series,45.0,45,100.0,Smart TV,Premium,Mumbai,Tier 1,2024-01-30 19:00:00,OTT_APP
EVT_001261,U00252,C003,IPL 2024 Final,Sports,105.0,210,50.0,Smart TV,Free,Bangalore,Tier 1,2024-03-28 09:00:00,OTT_APP
EVT_001262,U00316,C002,KBC Season 15,GameShow,15.0,60,25.0,Tablet,Free,Chennai,Tier 1,2024-02-15 08:00:00,OTT_APP
EVT_001263,U00092,C003,IPL 2024 Final,Sports,210.0,210,100.0,Laptop,Premium,Mumbai,Tier 1,2024-01-06 10:00:00,OTT_APP
EVT_001264,U00320,C005,Mirzapur S3,Thriller,13.8,55,25.0,Tablet,Premium,Bangalore,Tier 1,2024-01-20 15:00:00,OTT_APP
EVT_001265,U00478,C001,Anupamaa S1,Series,22.5,45,50.0,Tablet,Free,Bangalore,Tier 1,2024-03-25 17:00:00,OTT_APP
EVT_001266,U00164,C001,Anupamaa S1,Series,45.0,45,100.0,Smart TV,Annual,Delhi,Tier 1,2024-03-24 10:00:00,OTT_APP
EVT_001267,U00296,C004,Panchayat S3,Series,22.5,30,75.0,Laptop,Premium,Bangalore,Tier 1,2024-01-09 09:00:00,OTT_APP
EVT_001268,U00181,C002,KBC Season 15,GameShow,15.0,60,25.0,Tablet,Annual,Delhi,Tier 1,2024-01-24 18:00:00,OTT_APP
EVT_001269,U00071,C004,Panchayat S3,Series,15.0,30,50.0,Smart TV,Annual,Bangalore,Tier 1,2024-03-18 16:00:00,OTT_APP
EVT_001270,U00273,C004,Panchayat S3,Series,22.5,30,75.0,Smart TV,Annual,Hyderabad,Tier 2,2024-03-09 21:00:00,OTT_APP
EVT_001271,U00360,C001,Anupamaa S1,Series,33.8,45,75.0,Mobile,Basic,Bangalore,Tier 1,2024-03-08 13:00:00,OTT_APP
EVT_001272,U00243,C003,IPL 2024 Final,Sports,52.5,210,25.0,Smart TV,Free,Mumbai,Tier 1,2024-02-16 23:00:00,OTT_APP
EVT_001273,U00236,C001,Anupamaa S1,Series,45.0,45,100.0,Smart TV,Annual,Chennai,Tier 1,2024-01-18 15:00:00,OTT_APP
EVT_001274,U00061,C002,KBC Season 15,GameShow,30.0,60,50.0,Smart TV,Annual,Delhi,Tier 1,2024-01-08 10:00:00,OTT_APP
EVT_001275,U00360,C001,Anupamaa S1,Series,33.8,45,75.0,Mobile,Free,Bangalore,Tier 1,2024-02-17 07:00:00,OTT_APP
EVT_001276,U00188,C004,Panchayat S3,Series,30.0,30,100.0,Smart TV,Free,Delhi,Tier 1,2024-01-04 10:00:00,OTT_APP
EVT_001277,U00392,C002,KBC Season 15,GameShow,15.0,60,25.0,Smart TV,Annual,Hyderabad,Tier 2,2024-02-23 10:00:00,OTT_APP
EVT_001278,U00370,C002,KBC Season 15,GameShow,45.0,60,75.0,Tablet,Annual,Chennai,Tier 1,2024-03-01 19:00:00,OTT_APP
EVT_001279,,C001,Anupamaa S1,Series,22.5,45,50.0,Smart TV,Basic,Delhi,Tier 1,2024-01-08 07:00:00,OTT_APP
EVT_001280,U00284,C001,Anupamaa S1,Series,22.5,45,50.0,Tablet,Premium,Bangalore,Tier 1,2024-03-28 20:00:00,OTT_APP
EVT_001281,U00268,C002,KBC Season 15,GameShow,30.0,60,50.0,Laptop,Basic,Delhi,Tier 1,2024-02-04 08:00:00,OTT_APP
EVT_001282,U00095,C002,KBC Season 15,GameShow,30.0,60,50.0,Mobile,Annual,Mumbai,Tier 1,2024-01-29 18:00:00,OTT_APP
EVT_001283,U00028,C004,Panchayat S3,Series,15.0,30,50.0,Tablet,Annual,Bangalore,Tier 1,2024-02-18 11:00:00,OTT_APP
EVT_001284,U00309,C002,KBC Season 15,GameShow,30.0,60,50.0,Tablet,Free,Mumbai,Tier 1,2024-01-10 17:00:00,OTT_APP
EVT_001285,U00109,C002,KBC Season 15,GameShow,30.0,60,50.0,Mobile,Premium,Hyderabad,Tier 2,2024-01-14 08:00:00,OTT_APP
EVT_001286,U00044,C002,KBC Season 15,GameShow,45.0,60,75.0,Mobile,Annual,Mumbai,Tier 1,2024-01-31 14:00:00,OTT_APP
EVT_001287,U00183,C001,Anupamaa S1,Series,11.2,45,25.0,Tablet,Annual,Mumbai,Tier 1,2024-02-09 06:00:00,OTT_APP
EVT_001288,U00360,C005,Mirzapur S3,Thriller,13.8,55,25.0,Mobile,Premium,Bangalore,Tier 1,2024-02-15 10:00:00,OTT_APP
EVT_001289,U00414,C004,Panchayat S3,Series,30.0,30,100.0,Smart TV,Free,Hyderabad,Tier 2,2024-01-13 22:00:00,OTT_APP
EVT_001290,U00149,C005,Mirzapur S3,Thriller,55.0,55,100.0,Smart TV,Basic,Bangalore,Tier 1,2024-03-16 07:00:00,OTT_APP
EVT_001291,U00414,C004,Panchayat S3,Series,7.5,30,25.0,Smart TV,Basic,Mumbai,Tier 1,2024-01-30 12:00:00,OTT_APP
EVT_001292,U00477,C005,Mirzapur S3,Thriller,41.2,55,75.0,Tablet,Annual,Hyderabad,Tier 2,2024-03-24 22:00:00,OTT_APP
EVT_001293,U00021,C002,KBC Season 15,GameShow,30.0,60,50.0,Laptop,Basic,Chennai,Tier 1,2024-03-20 19:00:00,OTT_APP
EVT_001294,U00291,C002,KBC Season 15,GameShow,60.0,60,100.0,Laptop,Free,Hyderabad,Tier 2,2024-01-10 10:00:00,OTT_APP
EVT_001295,U00256,C001,Anupamaa S1,Series,11.2,45,25.0,Mobile,Annual,Chennai,Tier 1,2024-03-11 08:00:00,OTT_APP
EVT_001296,,C003,IPL 2024 Final,Sports,52.5,210,25.0,Tablet,Premium,Chennai,Tier 1,2024-01-21 08:00:00,OTT_APP
EVT_001297,U00132,C001,Anupamaa S1,Series,11.2,45,25.0,Laptop,Basic,Bangalore,Tier 1,2024-02-03 21:00:00,OTT_APP
EVT_001298,U00440,C001,Anupamaa S1,Series,45.0,45,100.0,Tablet,Annual,Bangalore,Tier 1,2024-01-06 17:00:00,OTT_APP
EVT_001299,,C004,Panchayat S3,Series,30.0,30,100.0,Tablet,Premium,Delhi,Tier 1,2024-02-26 17:00:00,OTT_APP
EVT_001300,U00450,C001,Anupamaa S1,Series,33.8,45,75.0,Mobile,Free,Hyderabad,Tier 2,2024-02-27 14:00:00,OTT_APP
EVT_001301,U00437,C002,KBC Season 15,GameShow,45.0,60,75.0,Mobile,Premium,Hyderabad,Tier 2,2024-01-02 10:00:00,OTT_APP
EVT_001302,U00199,C004,Panchayat S3,Series,60.0,30,25.0,Laptop,Free,Bangalore,Tier 1,2024-01-10 13:00:00,OTT_APP
EVT_001303,U00044,C003,IPL 2024 Final,Sports,105.0,210,50.0,Smart TV,Free,Hyderabad,Tier 2,2024-02-29 09:00:00,OTT_APP
EVT_001304,U00034,C004,Panchayat S3,Series,30.0,30,100.0,Tablet,Premium,Delhi,Tier 1,2024-02-21 16:00:00,OTT_APP
EVT_001305,U00233,C005,Mirzapur S3,Thriller,27.5,55,50.0,Mobile,Basic,Bangalore,Tier 1,2024-01-15 14:00:00,OTT_APP
EVT_001306,U00308,C004,Panchayat S3,Series,7.5,30,25.0,Laptop,Free,Delhi,Tier 1,2024-02-10 07:00:00,OTT_APP
EVT_001307,U00109,C003,IPL 2024 Final,Sports,210.0,210,100.0,Mobile,Annual,Bangalore,Tier 1,2024-01-28 07:00:00,OTT_APP
EVT_001308,U00036,C003,IPL 2024 Final,Sports,105.0,210,50.0,Tablet,Annual,Delhi,Tier 1,2024-01-11 10:00:00,OTT_APP
EVT_001309,U00110,C001,Anupamaa S1,Series,22.5,45,50.0,Tablet,Basic,Bangalore,Tier 1,2024-02-23 22:00:00,OTT_APP
EVT_001310,U00085,C001,Anupamaa S1,Series,11.2,45,25.0,Smart TV,Premium,Bangalore,Tier 1,2024-02-13 15:00:00,OTT_APP
EVT_001311,U00495,C004,Panchayat S3,Series,15.0,30,50.0,Laptop,Premium,Hyderabad,Tier 2,2024-03-29 11:00:00,OTT_APP
EVT_001312,U00040,C005,Mirzapur S3,Thriller,27.5,55,50.0,Smart TV,Premium,Mumbai,Tier 1,2024-03-12 12:00:00,OTT_APP
EVT_001313,U00443,C003,IPL 2024 Final,Sports,52.5,210,25.0,Tablet,Free,Bangalore,Tier 1,2024-01-19 21:00:00,OTT_APP
EVT_001314,U00325,C004,Panchayat S3,Series,15.0,30,50.0,Laptop,Free,Mumbai,Tier 1,2024-02-27 10:00:00,OTT_APP
EVT_001315,U00397,C001,Anupamaa S1,Series,22.5,45,50.0,Smart TV,Annual,Delhi,Tier 1,2024-02-23 23:00:00,OTT_APP
EVT_001316,U00190,C002,KBC Season 15,GameShow,30.0,60,50.0,Tablet,Free,Delhi,Tier 1,2024-03-27 06:00:00,OTT_APP
EVT_001317,U00333,C003,IPL 2024 Final,Sports,210.0,210,100.0,Laptop,Annual,Hyderabad,Tier 2,2024-01-16 21:00:00,OTT_APP
EVT_001318,U00499,C004,Panchayat S3,Series,15.0,30,50.0,Tablet,Free,Hyderabad,Tier 2,2024-02-24 22:00:00,OTT_APP
EVT_001319,U00305,C002,KBC Season 15,GameShow,30.0,60,50.0,Smart TV,Annual,Chennai,Tier 1,2024-01-23 23:00:00,OTT_APP
EVT_001320,U00360,C004,Panchayat S3,Series,15.0,30,50.0,Mobile,Free,Bangalore,Tier 1,2024-03-22 15:00:00,OTT_APP
EVT_001321,U00054,C001,Anupamaa S1,Series,11.2,45,25.0,Laptop,Free,Mumbai,Tier 1,2024-03-19 19:00:00,OTT_APP
EVT_001322,U00437,C004,Panchayat S3,Series,22.5,30,75.0,Laptop,Basic,Mumbai,Tier 1,2024-03-26 15:00:00,OTT_APP
EVT_001323,U00101,C002,KBC Season 15,GameShow,60.0,60,100.0,Laptop,Free,Hyderabad,Tier 2,2024-02-18 09:00:00,OTT_APP
EVT_001324,U00004,C003,IPL 2024 Final,Sports,210.0,210,100.0,Tablet,Basic,Bangalore,Tier 1,2024-02-22 18:00:00,OTT_APP
EVT_001325,U00345,C005,Mirzapur S3,Thriller,27.5,55,50.0,Smart TV,Free,Chennai,Tier 1,2024-02-09 19:00:00,OTT_APP
EVT_001326,U00431,C004,Panchayat S3,Series,7.5,30,25.0,Tablet,Premium,Mumbai,Tier 1,2024-01-20 17:00:00,OTT_APP
EVT_001327,U00499,C002,KBC Season 15,GameShow,60.0,60,100.0,Laptop,Basic,Bangalore,Tier 1,2024-01-31 23:00:00,OTT_APP
EVT_001328,U00066,C005,Mirzapur S3,Thriller,41.2,55,75.0,Laptop,Basic,Mumbai,Tier 1,2024-03-14 19:00:00,OTT_APP
EVT_001329,U00119,C004,Panchayat S3,Series,30.0,30,100.0,Mobile,Basic,Hyderabad,Tier 2,2024-01-21 19:00:00,OTT_APP
EVT_001330,U00429,C005,Mirzapur S3,Thriller,13.8,55,25.0,Smart TV,Premium,Hyderabad,Tier 2,2024-02-20 14:00:00,OTT_APP
EVT_001331,U00322,C002,KBC Season 15,GameShow,15.0,60,25.0,Smart TV,Free,Mumbai,Tier 1,2024-02-25 06:00:00,OTT_APP
EVT_001332,U00013,C005,Mirzapur S3,Thriller,41.2,55,75.0,Smart TV,Annual,Mumbai,Tier 1,2024-03-14 18:00:00,OTT_APP
EVT_001333,U00275,C003,IPL 2024 Final,Sports,52.5,210,25.0,Smart TV,Annual,Delhi,Tier 1,2024-02-08 12:00:00,OTT_APP
EVT_001334,U00322,C003,IPL 2024 Final,Sports,157.5,210,75.0,Mobile,Free,Chennai,Tier 1,2024-01-11 10:00:00,OTT_APP
EVT_001335,U00073,C001,Anupamaa S1,Series,22.5,45,50.0,Tablet,Premium,Hyderabad,Tier 2,2024-01-16 09:00:00,OTT_APP
EVT_001336,U00201,C002,KBC Season 15,GameShow,15.0,60,25.0,Mobile,Annual,Bangalore,Tier 1,2024-02-16 12:00:00,OTT_APP
EVT_001337,U00108,C001,Anupamaa S1,Series,22.5,45,50.0,Laptop,Annual,Bangalore,Tier 1,2024-03-21 08:00:00,OTT_APP
EVT_001338,U00153,C003,IPL 2024 Final,Sports,157.5,210,75.0,Mobile,Basic,Bangalore,Tier 1,2024-01-21 11:00:00,OTT_APP
EVT_001339,U00178,C005,Mirzapur S3,Thriller,41.2,55,75.0,Laptop,Free,Mumbai,Tier 1,2024-01-16 16:00:00,OTT_APP
EVT_001340,U00311,C002,KBC Season 15,GameShow,45.0,60,75.0,Mobile,Free,Chennai,Tier 1,2024-01-16 12:00:00,OTT_APP
EVT_001341,U00059,C005,Mirzapur S3,Thriller,41.2,55,75.0,Smart TV,Free,Delhi,Tier 1,2024-01-28 17:00:00,OTT_APP
EVT_001342,U00138,C003,IPL 2024 Final,Sports,52.5,210,25.0,Tablet,Annual,Mumbai,Tier 1,2024-03-29 10:00:00,OTT_APP
EVT_001343,U00334,C002,KBC Season 15,GameShow,60.0,60,100.0,Tablet,Annual,Chennai,Tier 1,2024-03-31 23:00:00,OTT_APP
EVT_001344,U00089,C004,Panchayat S3,Series,15.0,30,50.0,Smart TV,Premium,Bangalore,Tier 1,2024-01-25 14:00:00,OTT_APP
EVT_001345,U00407,C004,Panchayat S3,Series,7.5,30,25.0,Smart TV,Annual,Hyderabad,Tier 2,2024-02-09 11:00:00,OTT_APP
EVT_001346,U00418,C004,Panchayat S3,Series,30.0,30,100.0,Tablet,Free,Bangalore,Tier 1,2024-03-17 14:00:00,OTT_APP
EVT_001347,U00192,C005,Mirzapur S3,Thriller,27.5,55,50.0,Mobile,Annual,Delhi,Tier 1,2024-03-13 17:00:00,OTT_APP
EVT_001348,U00151,C002,KBC Season 15,GameShow,60.0,60,100.0,Tablet,Annual,Hyderabad,Tier 2,2024-02-02 19:00:00,OTT_APP
EVT_001349,U00184,C001,Anupamaa S1,Series,11.2,45,25.0,Smart TV,Free,Chennai,Tier 1,2024-02-24 11:00:00,OTT_APP
